surface_temperature_k,h_gas_density_cm3,uv_flux_factor,gas_temperature_k,gas_flux_h_cm2_s,arrival_rate_per_site_s,sticking_probability,ct02_epsilon,ct02_h2_release_rate_cm2_s,h2_release_rate_cm2_s_mean,ratio_kmc_over_ct02,log10_ratio_kmc_over_ct02
150.0,100.0,0.0,100.0,3624129.740951857,9.060324352379644e-09,0.5,0.3000478826305257,271853.11378773005,212908.83300512805,0.7831759954435276,-0.10614063224447443
150.0,100.0,1.0,100.0,3624129.740951857,9.060324352379644e-09,0.5,0.3000478826305257,271853.11378773005,213658.9648728684,0.7859353232926325,-0.10461319173773474
150.0,100.0,10.0,100.0,3624129.740951857,9.060324352379644e-09,0.5,0.3000478826305257,271853.11378773005,210703.03733624303,0.7750620708386126,-0.1106635156314429
150.0,100.0,100.0,100.0,3624129.740951857,9.060324352379644e-09,0.5,0.3000478826305257,271853.11378773005,152728.63787684523,0.5618057330625232,-0.250413833264177
150.0,1000.0,0.0,100.0,36241297.40951857,9.060324352379644e-08,0.5,0.3000478826305257,2718531.1378773004,2130993.1175878635,0.7838766633557114,-0.10575226465966127
150.0,1000.0,1.0,100.0,36241297.40951857,9.060324352379644e-08,0.5,0.3000478826305257,2718531.1378773004,2126933.640600638,0.7823834021858594,-0.10658037143051727
150.0,1000.0,10.0,100.0,36241297.40951857,9.060324352379644e-08,0.5,0.3000478826305257,2718531.1378773004,2136051.1518074996,0.7857372395136087,-0.10472266325829936
150.0,1000.0,100.0,100.0,36241297.40951857,9.060324352379644e-08,0.5,0.3000478826305257,2718531.1378773004,2117523.060424983,0.7789217606969917,-0.10850616312849275
150.0,10000.0,0.0,100.0,362412974.0951857,9.060324352379644e-07,0.5,0.3000478826305257,27185311.378773004,21286971.026249222,0.783032084115492,-0.10622044270726136
150.0,10000.0,1.0,100.0,362412974.0951857,9.060324352379644e-07,0.5,0.3000478826305257,27185311.378773004,21362945.590606563,0.7858267758259817,-0.10467317736264883
150.0,10000.0,10.0,100.0,362412974.0951857,9.060324352379644e-07,0.5,0.3000478826305257,27185311.378773004,21291314.51866889,0.7831918576181438,-0.10613183628394243
150.0,10000.0,100.0,100.0,362412974.0951857,9.060324352379644e-07,0.5,0.3000478826305257,27185311.378773004,21307696.40653597,0.7837944583255195,-0.10579781144627483
180.0,10.0,0.0,100.0,362412.9740951857,9.060324352379644e-10,0.5,0.25553773420010945,23152.54756125168,21290.970563872503,0.9195951550275734,-0.03640332551751801
180.0,10.0,1.0,100.0,362412.9740951857,9.060324352379644e-10,0.5,0.25553773420010945,23152.54756125168,21093.493131623043,0.911065751007259,-0.04045027915301833
180.0,10.0,10.0,100.0,362412.9740951857,9.060324352379644e-10,0.5,0.25553773420010945,23152.54756125168,15272.894263989045,0.659663660060887,-0.18067743993005503
180.0,10.0,100.0,100.0,362412.9740951857,9.060324352379644e-10,0.5,0.25553773420010945,23152.54756125168,1803.9763287669964,0.07791696892078297,-1.1083679504644302
180.0,100.0,0.0,100.0,3624129.740951857,9.060324352379644e-09,0.5,0.25553773420014697,231525.4756125508,212909.7029537717,0.9195951434306439,-0.03640333099436562
180.0,100.0,1.0,100.0,3624129.740951857,9.060324352379644e-09,0.5,0.25553773420014697,231525.4756125508,213755.4153143911,0.9232479266001068,-0.03468165900018269
180.0,100.0,10.0,100.0,3624129.740951857,9.060324352379644e-09,0.5,0.25553773420014697,231525.4756125508,210934.92870582984,0.9110657397323374,-0.040450284527642766
180.0,100.0,100.0,100.0,3624129.740951857,9.060324352379644e-09,0.5,0.25553773420014697,231525.4756125508,152728.94079783076,0.6596636521046043,-0.18067744516813297
180.0,1000.0,0.0,100.0,36241297.40951857,9.060324352379644e-08,0.5,0.2555377342001508,2315254.7561255423,2129096.7610507743,0.9195950274663106,-0.036403385760502185
180.0,1000.0,1.0,100.0,36241297.40951857,9.060324352379644e-08,0.5,0.2555377342001508,2315254.7561255423,2136418.229687708,0.9227573009127048,-0.03491250995397203
180.0,1000.0,10.0,100.0,36241297.40951857,9.060324352379644e-08,0.5,0.2555377342001508,2315254.7561255423,2136968.4814031725,0.9229949644847193,-0.03480066831587059
180.0,1000.0,100.0,100.0,36241297.40951857,9.060324352379644e-08,0.5,0.2555377342001508,2315254.7561255423,2109349.0260265153,0.9110656269880212,-0.0404503382715553
180.0,10000.0,0.0,100.0,362412974.0951857,9.060324352379644e-07,0.5,0.25553773420015113,23152547.561255455,21290940.770171434,0.9195938681841077,-0.03640393325169776
180.0,10000.0,1.0,100.0,362412974.0951857,9.060324352379644e-07,0.5,0.25553773420015113,23152547.561255455,21351319.902810223,0.9222017510738434,-0.03517405747880426
180.0,10000.0,10.0,100.0,362412974.0951857,9.060324352379644e-07,0.5,0.25553773420015113,23152547.561255455,21363925.4940524,0.9227462091387205,-0.03491773031384641
180.0,10000.0,100.0,100.0,362412974.0951857,9.060324352379644e-07,0.5,0.25553773420015113,23152547.561255455,21356781.67556416,0.92243765482221,-0.035062977018951835
200.0,10.0,0.0,100.0,362412.9740951857,9.060324352379644e-10,0.5,0.23497970889977596,21289.923788597196,21290.970591902475,1.0000491689550264,2.1353280893953707e-05
200.0,10.0,1.0,100.0,362412.9740951857,9.060324352379644e-10,0.5,0.23497970889977596,21289.923788597196,21093.493158869307,0.9907735400239855,-0.004025600365389309
200.0,10.0,10.0,100.0,362412.9740951857,9.060324352379644e-10,0.5,0.23497970889977596,21289.923788597196,15272.894283220918,0.7173766536168168,-0.14425276115652946
200.0,10.0,100.0,100.0,362412.9740951857,9.060324352379644e-10,0.5,0.23497970889977596,21289.923788597196,1803.9763308368888,0.08473380876088865,-1.0719432717394635
200.0,100.0,0.0,100.0,3624129.740951857,9.060324352379644e-09,0.5,0.23497970904364038,212899.23801631777,212909.7057567577,1.000049167580577,2.1352684007492765e-05
200.0,100.0,1.0,100.0,3624129.740951857,9.060324352379644e-09,0.5,0.23497970904364038,212899.23801631777,213755.41796974943,1.004021526621744,0.0017430243556287603
200.0,100.0,10.0,100.0,3624129.740951857,9.060324352379644e-09,0.5,0.23497970904364038,212899.23801631777,210934.93143044336,0.9907735386740846,-0.004025600957103277
200.0,100.0,100.0,100.0,3624129.740951857,9.060324352379644e-09,0.5,0.23497970904364038,212899.23801631777,152728.94272100728,0.717376652655287,-0.14425276173863238
200.0,1000.0,0.0,100.0,36241297.40951857,9.060324352379644e-08,0.5,0.2349797090580268,2128992.3802935234,2129097.041340948,1.0000491598976087,2.1349347500807262e-05
200.0,1000.0,1.0,100.0,36241297.40951857,9.060324352379644e-08,0.5,0.2349797090580268,2128992.3802935234,2136418.516024888,1.0034880987833037,0.0015122261873423007
200.0,1000.0,10.0,100.0,36241297.40951857,9.060324352379644e-08,0.5,0.2349797090580268,2128992.3802935234,2137554.1642514113,1.0040215193051596,0.0017430211908039232
200.0,1000.0,100.0,100.0,36241297.40951857,9.060324352379644e-08,0.5,0.2349797090580268,2128992.3802935234,2109349.2984794425,0.9907735311803357,-0.004025604241904149
200.0,10000.0,0.0,100.0,362412974.0951857,9.060324352379644e-07,0.5,0.23497970905946544,21289923.80306558,21290968.79077108,1.0000490836752243,2.131624616585972e-05
200.0,10000.0,1.0,100.0,362412974.0951857,9.060324352379644e-07,0.5,0.23497970905946544,21289923.80306558,21339390.61623295,1.0023234847444709,0.0010079061289654252
200.0,10000.0,10.0,100.0,362412974.0951857,9.060324352379644e-07,0.5,0.23497970905946544,21289923.80306558,21364183.496780824,1.0034880206431058,0.0015121923694443992
200.0,10000.0,100.0,100.0,362412974.0951857,9.060324352379644e-07,0.5,0.23497970905946544,21289923.80306558,21369685.938344263,1.0037464734968755,0.001624032465030967
220.0,10.0,0.0,100.0,362412.9740951857,9.060324352379644e-10,0.5,0.21903255749196637,19845.060146084572,21290.970593520095,1.0728599680117774,0.030543040616032725
220.0,10.0,1.0,100.0,362412.9740951857,9.060324352379644e-10,0.5,0.21903255749196637,19845.060146084572,21093.493160446465,1.0629090063306363,0.026496086969225327
220.0,10.0,10.0,100.0,362412.9740951857,9.060324352379644e-10,0.5,0.21903255749196637,19845.060146084572,15272.894284329604,0.7696068528843912,-0.1137310738228608
220.0,10.0,100.0,100.0,362412.9740951857,9.060324352379644e-10,0.5,0.21903255749196637,19845.060146084572,1803.9763309560628,0.09090304174825024,-1.0414215844086305
220.0,100.0,0.0,100.0,3624129.740951857,9.060324352379644e-09,0.5,0.21903268010324772,198450.71255064354,212909.70591851493,1.0728593673564237,0.03054279747024816
220.0,100.0,1.0,100.0,3624129.740951857,9.060324352379644e-09,0.5,0.21903268010324772,198450.71255064354,213755.41812364903,1.0771209403901727,0.03226446912459938
220.0,100.0,10.0,100.0,3624129.740951857,9.060324352379644e-09,0.5,0.21903268010324772,198450.71255064354,210934.93158815417,1.0629084112475773,0.02649584382389527
220.0,100.0,100.0,100.0,3624129.740951857,9.060324352379644e-09,0.5,0.21903268010324772,198450.71255064354,152728.94283187288,0.7696064220122025,-0.1137313169670917
220.0,1000.0,0.0,100.0,36241297.40951857,9.060324352379644e-08,0.5,0.2190326923643834,1984507.2365963017,2129097.057516608,1.0728593064585128,0.030542772818715782
220.0,1000.0,1.0,100.0,36241297.40951857,9.060324352379644e-08,0.5,0.2190326923643834,1984507.2365963017,2136418.532602963,1.076548622854714,0.032033649729053426
220.0,1000.0,10.0,100.0,36241297.40951857,9.060324352379644e-08,0.5,0.2190326923643834,1984507.2365963017,2137554.179641319,1.0771208792906766,0.03226444448932049
220.0,1000.0,100.0,100.0,36241297.40951857,9.060324352379644e-08,0.5,0.2190326923643834,1984507.2365963017,2109349.314250472,1.0629083509255886,0.026495819176891526
220.0,10000.0,0.0,100.0,362412974.0951857,9.060324352379644e-07,0.5,0.2190326935904971,19845072.477052893,21290970.40831285,1.0728592920450084,0.030542766984115267
220.0,10000.0,1.0,100.0,362412974.0951857,9.060324352379644e-07,0.5,0.2190326935904971,19845072.477052893,21339392.27723211,1.0752992866066435,0.03152935767648061
220.0,10000.0,10.0,100.0,362412974.0951857,9.060324352379644e-07,0.5,0.2190326935904971,19845072.477052893,21364185.154564258,1.0765486081881501,0.0320336438123603
220.0,10000.0,100.0,100.0,362412974.0951857,9.060324352379644e-07,0.5,0.2190326935904971,19845072.477052893,21375541.63689672,1.0771208652230182,0.03226443881724917
250.0,10.0,0.0,100.0,362412.9740951857,9.060324352379644e-10,0.5,0.20049838282550436,18165.803805266532,21290.970593693117,1.172035700810583,0.0689408407169637
250.0,10.0,1.0,100.0,362412.9740951857,9.060324352379644e-10,0.5,0.20049838282550436,18165.803805266532,21093.49316061556,1.1611648670619379,0.06489388707010842
250.0,10.0,10.0,100.0,362412.9740951857,9.060324352379644e-10,0.5,0.20049838282550436,18165.803805266532,15272.894284448068,0.8407497101790912,-0.07533327372209057
250.0,10.0,100.0,100.0,362412.9740951857,9.060324352379644e-10,0.5,0.20049838282550436,18165.803805266532,1803.97633096878,0.09930616615190906,-1.0030237843081673
250.0,100.0,0.0,100.0,3624129.740951857,9.060324352379644e-09,0.5,0.20089957696301464,182021.53295407697,212909.7059358085,1.1696951590311266,0.06807269251479588
250.0,100.0,1.0,100.0,3624129.740951857,9.060324352379644e-09,0.5,0.20089957696301464,182021.53295407697,213755.4181401751,1.1743413796767903,0.06979436416744816
250.0,100.0,10.0,100.0,3624129.740951857,9.060324352379644e-09,0.5,0.20089957696301464,182021.53295407697,210934.9316050563,1.1588460342121942,0.0640257388679673
250.0,100.0,100.0,100.0,3624129.740951857,9.060324352379644e-09,0.5,0.20089957696301464,182021.53295407697,152728.94284371362,0.8390707427029872,-0.07620142192414961
250.0,1000.0,0.0,100.0,36241297.40951857,9.060324352379644e-08,0.5,0.20093978470059257,1820579.6246847012,2129097.0592458975,1.1694611047921768,0.067985782147709
250.0,1000.0,1.0,100.0,36241297.40951857,9.060324352379644e-08,0.5,0.20093978470059257,1820579.6246847012,2136418.534379742,1.1734826125771565,0.06947665906649166
250.0,1000.0,10.0,100.0,36241297.40951857,9.060324352379644e-08,0.5,0.20093978470059257,1820579.6246847012,2137554.181293858,1.1741063957386937,0.0697074538013245
250.0,1000.0,100.0,100.0,36241297.40951857,9.060324352379644e-08,0.5,0.20093978470059257,1820579.6246847012,2109349.315940616,1.1586141508674337,0.06393882850112757
250.0,10000.0,0.0,100.0,362412974.0951857,9.060324352379644e-07,0.5,0.2009438063595508,18206160.622192975,21290970.58124142,1.1694376987583048,0.06797708992781583
250.0,10000.0,1.0,100.0,362412974.0951857,9.060324352379644e-07,0.5,0.2009438063595508,18206160.622192975,21339392.454440773,1.1720973409642692,0.0689636806992844
250.0,10000.0,10.0,100.0,362412974.0951857,9.060324352379644e-07,0.5,0.2009438063595508,18206160.622192975,21364185.33224172,1.1734591260388625,0.06946796684050872
250.0,10000.0,100.0,100.0,362412974.0951857,9.060324352379644e-07,0.5,0.2009438063595508,18206160.622192975,21375541.80215006,1.1740828967582362,0.06969876159105337
