temperature_k,epsilon_prompt_mean,epsilon_prompt_std,epsilon_prompt_ci95,epsilon_released_total_mean,epsilon_released_total_std,epsilon_released_total_ci95,impinging_atoms_mean,h2_desorbed_mean,h2_released_total_mean,theta_h2_mean,theta_h2_std,theta_h2_ci95,h2_desorbed_LH_mean,h2_desorbed_ER_mean,h2_desorbed_UV_mean,frac_desorbed_LH,frac_desorbed_ER,frac_desorbed_UV
53.5,0.31871532016603477,0.017986741738573724,0.011148298029505527,0.31871532016603477,0.017986741738573724,0.011148298029505527,513.2,81.8,81.8,0.0,0.0,0.0,67.5,14.3,0.0,0.8251833740831296,0.17481662591687042,0.0
54.5,0.28917752853867684,0.03189108217042545,0.01976629751440158,0.28917752853867684,0.03189108217042545,0.01976629751440158,521.8,75.4,75.4,0.0,0.0,0.0,62.9,12.5,0.0,0.8342175066312998,0.16578249336870027,0.0
55.5,0.3029443137937823,0.03166415160394221,0.019625644492084916,0.3029443137937823,0.03166415160394221,0.019625644492084916,514.2,77.8,77.8,0.0,0.0,0.0,64.4,13.4,0.0,0.8277634961439588,0.17223650385604114,0.0
56.5,0.2993533719838492,0.022772405358857016,0.014114483071983996,0.2993533719838492,0.022772405358857016,0.014114483071983996,517.1,77.5,77.5,0.0,0.0,0.0,65.1,12.4,0.0,0.84,0.16,0.0
57.5,0.2876025947051798,0.02690369414715333,0.016675082391598966,0.2876025947051798,0.02690369414715333,0.016675082391598966,519.4,74.8,74.8,0.0,0.0,0.0,61.3,13.5,0.0,0.81951871657754,0.1804812834224599,0.0
58.5,0.3077044486338806,0.03853831502342011,0.023886295121182195,0.3077044486338806,0.03853831502342011,0.023886295121182195,503.2,77.5,77.5,0.0,0.0,0.0,65.2,12.3,0.0,0.8412903225806452,0.15870967741935485,0.0
59.5,0.29988058270754236,0.01841692326753887,0.011414927303522787,0.29988058270754236,0.01841692326753887,0.011414927303522787,521.7,78.3,78.3,0.0,0.0,0.0,64.1,14.2,0.0,0.8186462324393359,0.18135376756066413,0.0
60.5,0.3024461030914564,0.021227855994244784,0.013157161457638853,0.3024461030914564,0.021227855994244784,0.013157161457638853,515.3,77.9,77.9,0.0,0.0,0.0,64.7,13.2,0.0,0.8305519897304237,0.16944801026957637,0.0
61.5,0.29526883725643144,0.032780918693572365,0.020317823905438057,0.29526883725643144,0.032780918693572365,0.020317823905438057,523.2,77.2,77.2,0.0,0.0,0.0,64.0,13.2,0.0,0.8290155440414507,0.17098445595854922,0.0
62.5,0.3080007376640198,0.0419729526013082,0.026015105547114944,0.3080007376640198,0.0419729526013082,0.026015105547114944,521.0,80.3,80.3,0.0,0.0,0.0,65.8,14.5,0.0,0.8194271481942715,0.18057285180572852,0.0
63.5,0.3042389807234396,0.030981010337681116,0.019202229148537742,0.3042389807234396,0.030981010337681116,0.019202229148537742,521.8,79.3,79.3,0.0,0.0,0.0,64.6,14.7,0.0,0.8146279949558638,0.1853720050441362,0.0
64.5,0.29174755447744793,0.02135512014201812,0.013236040593641875,0.29174755447744793,0.02135512014201812,0.013236040593641875,511.7,74.6,74.6,0.0,0.0,0.0,61.9,12.7,0.0,0.8297587131367292,0.17024128686327078,0.0
65.5,0.30320074672049874,0.035757182372282814,0.022162531245261557,0.30320074672049874,0.035757182372282814,0.022162531245261557,511.6,77.6,77.6,0.0,0.0,0.0,64.9,12.7,0.0,0.836340206185567,0.163659793814433,0.0
66.5,0.28859240840733624,0.024327775250661158,0.015078511318565541,0.28859240840733624,0.024327775250661158,0.015078511318565541,512.8,73.9,73.9,0.0,0.0,0.0,61.7,12.2,0.0,0.8349120433017592,0.16508795669824086,0.0
67.5,0.30946040169151234,0.04644901081581207,0.028789395170993336,0.30946040169151234,0.04644901081581207,0.028789395170993336,511.3,79.1,79.1,0.0,0.0,0.0,68.1,11.0,0.0,0.8609355246523388,0.1390644753476612,0.0
68.5,0.30108471528513114,0.03383648797032042,0.020972072521391674,0.30108471528513114,0.03383648797032042,0.020972072521391674,514.8,77.6,77.6,0.0,0.0,0.0,64.5,13.1,0.0,0.8311855670103093,0.16881443298969073,0.0
69.5,0.2891705500620826,0.019755327040001085,0.012244478556111486,0.2891705500620826,0.019755327040001085,0.012244478556111486,519.3,75.2,75.2,0.0,0.0,0.0,62.5,12.7,0.0,0.8311170212765957,0.16888297872340424,0.0
70.5,0.2875499791315586,0.014250604175586226,0.008832615976758275,0.2875499791315586,0.014250604175586226,0.008832615976758275,516.7,74.3,74.3,0.0,0.0,0.0,63.8,10.5,0.0,0.8586810228802153,0.14131897711978467,0.0
71.5,0.3072009738858516,0.020288014541177797,0.012574641689936604,0.3072009738858516,0.020288014541177797,0.012574641689936604,521.0,80.0,80.0,0.0,0.0,0.0,65.8,14.2,0.0,0.8225,0.1775,0.0
72.5,0.2896296539715667,0.028553590243807554,0.017697698586936504,0.2896296539715667,0.028553590243807554,0.017697698586936504,513.1,74.3,74.3,0.0,0.0,0.0,62.4,11.9,0.0,0.8398384925975774,0.1601615074024226,0.0
73.5,0.2985401755591425,0.01796442433290702,0.011134465558164474,0.2985401755591425,0.01796442433290702,0.011134465558164474,509.6,76.0,76.0,0.0,0.0,0.0,63.0,13.0,0.0,0.8289473684210527,0.17105263157894737,0.0
74.5,0.29993195029206,0.03505647584391527,0.021728228839467352,0.29993195029206,0.03505647584391527,0.021728228839467352,509.1,76.4,76.4,0.0,0.0,0.0,63.9,12.5,0.0,0.8363874345549738,0.16361256544502617,0.0
75.5,0.3008758405141734,0.03668225854149943,0.022735899395219656,0.3008758405141734,0.03668225854149943,0.022735899395219656,509.9,76.6,76.6,0.0,0.0,0.0,63.7,12.9,0.0,0.8315926892950392,0.16840731070496084,0.0
76.5,0.31294088914539925,0.018191320676245275,0.011275097368756114,0.31294088914539925,0.018191320676245275,0.011275097368756114,516.3,80.8,80.8,0.0,0.0,0.0,66.3,14.5,0.0,0.8205445544554455,0.17945544554455445,0.0
77.5,0.2917536887401007,0.024797304174266958,0.01536952836044616,0.2917536887401007,0.024797304174266958,0.01536952836044616,517.9,75.6,75.6,0.0,0.0,0.0,63.9,11.7,0.0,0.8452380952380952,0.15476190476190477,0.0
78.5,0.29379742108056306,0.032062746928305394,0.019872696433662445,0.29379742108056306,0.032062746928305394,0.019872696433662445,507.5,74.6,74.6,0.0,0.0,0.0,63.0,11.6,0.0,0.8445040214477212,0.1554959785522788,0.0
79.5,0.2973947880898563,0.03412334297843173,0.0211498670974278,0.2973947880898563,0.03412334297843173,0.0211498670974278,506.9,75.2,75.2,0.0,0.0,0.0,62.5,12.7,0.0,0.8311170212765957,0.16888297872340424,0.0
