temperature_k,epsilon_prompt_mean,epsilon_prompt_std,epsilon_prompt_ci95,epsilon_released_total_mean,epsilon_released_total_std,epsilon_released_total_ci95,impinging_atoms_mean,h2_desorbed_mean,h2_released_total_mean,theta_h2_mean,theta_h2_std,theta_h2_ci95,h2_desorbed_LH_mean,h2_desorbed_ER_mean,h2_desorbed_UV_mean,frac_desorbed_LH,frac_desorbed_ER,frac_desorbed_UV
64.5,0.2928448902434434,0.021615051404325035,0.009473213958335721,0.2928448902434434,0.021615051404325035,0.009473213958335721,512.25,75.0,75.0,0.0,0.0,0.0,62.9,12.1,0.0,0.8386666666666667,0.16133333333333333,0.0
65.5,0.2993599882027632,0.03100094901964014,0.01358676495748448,0.2993599882027632,0.03100094901964014,0.01358676495748448,515.8,77.15,77.15,0.0,0.0,0.0,64.1,13.05,0.0,0.830848995463383,0.16915100453661697,0.0
66.5,0.29475689132215843,0.0333771562939971,0.014628183712326444,0.29475689132215843,0.0333771562939971,0.014628183712326444,519.5,76.6,76.6,0.0,0.0,0.0,63.7,12.9,0.0,0.8315926892950392,0.16840731070496084,0.0
67.5,0.30364853133468156,0.02745407302936838,0.012032278016370612,0.30364853133468156,0.02745407302936838,0.012032278016370612,522.2,79.4,79.4,0.0,0.0,0.0,66.7,12.7,0.0,0.8400503778337531,0.15994962216624686,0.0
68.5,0.30148010194081243,0.0219807864197357,0.009633504396152917,0.30148010194081243,0.0219807864197357,0.009633504396152917,508.7,76.65,76.65,0.0,0.0,0.0,63.05,13.6,0.0,0.822570123939987,0.17742987606001304,0.0
69.5,0.30067354126671464,0.03687123403233519,0.01615953079927861,0.30067354126671464,0.03687123403233519,0.01615953079927861,515.4,77.5,77.5,0.0,0.0,0.0,65.9,11.6,0.0,0.8503225806451613,0.14967741935483872,0.0
70.5,0.29685145394360507,0.026225310233979386,0.01149374897718297,0.29685145394360507,0.026225310233979386,0.01149374897718297,515.1,76.45,76.45,0.0,0.0,0.0,65.05,11.4,0.0,0.8508829300196207,0.14911706998037932,0.0
71.5,0.2969806346179743,0.0327169353961568,0.01433882914601002,0.2969806346179743,0.0327169353961568,0.01433882914601002,515.05,76.55,76.55,0.0,0.0,0.0,63.75,12.8,0.0,0.8327890267798824,0.16721097322011758,0.0
72.5,0.29363804733400345,0.02444492758287477,0.010713461876952051,0.29363804733400345,0.02444492758287477,0.010713461876952051,512.1,75.3,75.3,0.0,0.0,0.0,63.6,11.7,0.0,0.8446215139442231,0.1553784860557769,0.0
73.5,0.3000579746787232,0.02461769303156146,0.010789179673287682,0.3000579746787232,0.02461769303156146,0.010789179673287682,508.65,76.35,76.35,0.0,0.0,0.0,62.35,14.0,0.0,0.816633922724296,0.183366077275704,0.0
74.5,0.29939083815657225,0.024967853941764255,0.010942644458549906,0.29939083815657225,0.024967853941764255,0.010942644458549906,512.6,76.75,76.75,0.0,0.0,0.0,63.6,13.15,0.0,0.8286644951140065,0.17133550488599347,0.0
75.5,0.29855180245842516,0.02123357702295458,0.009306025439245594,0.29855180245842516,0.02123357702295458,0.009306025439245594,514.75,76.7,76.7,0.0,0.0,0.0,64.6,12.1,0.0,0.8422425032594524,0.1577574967405476,0.0
76.5,0.2947965452498167,0.02355030524180657,0.010321376348663624,0.2947965452498167,0.02355030524180657,0.010321376348663624,512.85,75.55,75.55,0.0,0.0,0.0,62.0,13.55,0.0,0.8206485771012575,0.17935142289874256,0.0
77.5,0.29944545539894346,0.024210147414688292,0.010610564931448626,0.29944545539894346,0.024210147414688292,0.010610564931448626,503.3,75.35,75.35,0.0,0.0,0.0,63.55,11.8,0.0,0.8433974784339748,0.15660252156602522,0.0
78.5,0.29760693546144634,0.031174591293898244,0.0136628670395702,0.29760693546144634,0.031174591293898244,0.0136628670395702,508.1,75.7,75.7,0.0,0.0,0.0,64.3,11.4,0.0,0.8494055482166446,0.15059445178335534,0.0
79.5,0.29799238085299207,0.029393613811208055,0.012882319242902623,0.29799238085299207,0.029393613811208055,0.012882319242902623,515.6,76.85,76.85,0.0,0.0,0.0,65.65,11.2,0.0,0.8542615484710475,0.1457384515289525,0.0
