temperature_k,epsilon_prompt_mean,epsilon_prompt_std,epsilon_prompt_ci95,epsilon_released_total_mean,epsilon_released_total_std,epsilon_released_total_ci95,impinging_atoms_mean,h2_desorbed_mean,h2_released_total_mean,theta_h2_mean,theta_h2_std,theta_h2_ci95,h2_desorbed_LH_mean,h2_desorbed_ER_mean,h2_desorbed_UV_mean,frac_desorbed_LH,frac_desorbed_ER,frac_desorbed_UV
35.5,0.30808787687236056,0.019547529917907203,0.01713416542995134,0.30808787687236056,0.019547529917907203,0.01713416542995134,516.8,79.6,79.6,0.0,0.0,0.0,66.6,13.0,0.0,0.8366834170854272,0.16331658291457288,0.0
36.5,0.3016912252142635,0.037957588281762114,0.033271293082708056,0.3016912252142635,0.037957588281762114,0.033271293082708056,522.0,78.8,78.8,0.0,0.0,0.0,63.8,15.0,0.0,0.8096446700507615,0.19035532994923857,0.0
37.5,0.2931782411804604,0.03025858869699267,0.026522822402035497,0.2931782411804604,0.03025858869699267,0.026522822402035497,530.0,77.8,77.8,0.0,0.0,0.0,64.6,13.2,0.0,0.8303341902313625,0.16966580976863754,0.0
38.5,0.2976130410990347,0.036548788446363265,0.03203642558084026,0.2976130410990347,0.036548788446363265,0.03203642558084026,509.8,76.0,76.0,0.0,0.0,0.0,61.2,14.8,0.0,0.8052631578947368,0.19473684210526315,0.0
39.5,0.278563440681585,0.023387239245218603,0.020499819049276988,0.278563440681585,0.023387239245218603,0.020499819049276988,512.2,71.2,71.2,0.0,0.0,0.0,59.4,11.8,0.0,0.8342696629213483,0.16573033707865167,0.0
40.5,0.2997440492058287,0.01841888971446339,0.016144868672871834,0.2997440492058287,0.01841888971446339,0.016144868672871834,485.8,72.8,72.8,0.0,0.0,0.0,60.6,12.2,0.0,0.8324175824175825,0.16758241758241757,0.0
41.5,0.2983439731708673,0.028741955802200552,0.025193435056165853,0.2983439731708673,0.028741955802200552,0.025193435056165853,510.0,76.0,76.0,0.0,0.0,0.0,64.4,11.6,0.0,0.8473684210526315,0.15263157894736842,0.0
42.5,0.30227215684539416,0.028854624573531832,0.025292193588567997,0.30227215684539416,0.028854624573531832,0.025292193588567997,516.2,78.0,78.0,0.0,0.0,0.0,66.8,11.2,0.0,0.8564102564102564,0.14358974358974358,0.0
43.5,0.28349922705442504,0.02852920411244473,0.025006949977842044,0.28349922705442504,0.02852920411244473,0.025006949977842044,513.6,72.8,72.8,0.0,0.0,0.0,62.8,10.0,0.0,0.8626373626373627,0.13736263736263737,0.0
44.5,0.2845074954891045,0.030646467927693644,0.026862813538183317,0.2845074954891045,0.030646467927693644,0.026862813538183317,526.2,74.8,74.8,0.0,0.0,0.0,64.0,10.8,0.0,0.8556149732620321,0.1443850267379679,0.0
45.5,0.31710649636582255,0.012064124359161871,0.010574671245190036,0.31710649636582255,0.012064124359161871,0.010574671245190036,500.2,79.2,79.2,0.0,0.0,0.0,67.2,12.0,0.0,0.8484848484848485,0.15151515151515152,0.0
46.5,0.2883991640759206,0.039265394015237834,0.034417635351102996,0.2883991640759206,0.039265394015237834,0.034417635351102996,527.2,76.0,76.0,0.0,0.0,0.0,62.8,13.2,0.0,0.8263157894736842,0.1736842105263158,0.0
47.5,0.30499518030569306,0.01344147273756097,0.011781970329487435,0.30499518030569306,0.01344147273756097,0.011781970329487435,533.4,81.4,81.4,0.0,0.0,0.0,68.0,13.4,0.0,0.8353808353808354,0.16461916461916462,0.0
48.5,0.29986908518281497,0.03457685632567993,0.030307950867445862,0.29986908518281497,0.03457685632567993,0.030307950867445862,508.8,76.2,76.2,0.0,0.0,0.0,66.8,9.4,0.0,0.8766404199475065,0.12335958005249344,0.0
49.5,0.3100194724688391,0.019452761477946917,0.017051097229793206,0.3100194724688391,0.019452761477946917,0.017051097229793206,499.4,77.2,77.2,0.0,0.0,0.0,66.0,11.2,0.0,0.8549222797927462,0.14507772020725387,0.0
50.5,0.28964307710484977,0.03476770249198718,0.030475234907880285,0.28964307710484977,0.03476770249198718,0.030475234907880285,512.2,74.0,74.0,0.0,0.0,0.0,62.4,11.6,0.0,0.8432432432432433,0.15675675675675677,0.0
51.5,0.3025824322279985,0.03388388128177574,0.029700531459932632,0.3025824322279985,0.03388388128177574,0.029700531459932632,512.4,77.6,77.6,0.0,0.0,0.0,64.2,13.4,0.0,0.8273195876288659,0.17268041237113402,0.0
52.5,0.2872747190043633,0.025728078896773927,0.022551655470716404,0.2872747190043633,0.025728078896773927,0.022551655470716404,509.0,73.2,73.2,0.0,0.0,0.0,60.6,12.6,0.0,0.8278688524590164,0.1721311475409836,0.0
53.5,0.29785485862615585,0.031483231165905096,0.02759626885501507,0.29785485862615585,0.031483231165905096,0.02759626885501507,501.4,74.8,74.8,0.0,0.0,0.0,61.2,13.6,0.0,0.8181818181818182,0.18181818181818182,0.0
54.5,0.3023022453858715,0.027684923937080747,0.024266905775087673,0.3023022453858715,0.027684923937080747,0.024266905775087673,519.0,78.4,78.4,0.0,0.0,0.0,63.4,15.0,0.0,0.8086734693877551,0.1913265306122449,0.0
55.5,0.3095744181316954,0.021812299211422546,0.0191193232426639,0.3095744181316954,0.021812299211422546,0.0191193232426639,530.2,82.2,82.2,0.0,0.0,0.0,69.4,12.8,0.0,0.8442822384428224,0.15571776155717762,0.0
56.5,0.3099780767160245,0.014624623041670571,0.012819047296462173,0.3099780767160245,0.014624623041670571,0.012819047296462173,525.8,81.4,81.4,0.0,0.0,0.0,69.4,12.0,0.0,0.8525798525798526,0.14742014742014742,0.0
57.5,0.31499924903629084,0.026589627087648657,0.023306835756426045,0.31499924903629084,0.026589627087648657,0.023306835756426045,523.2,82.4,82.4,0.0,0.0,0.0,70.6,11.8,0.0,0.8567961165048543,0.14320388349514562,0.0
58.5,0.3092384048849287,0.018140476227565934,0.0159008284917101,0.3092384048849287,0.018140476227565934,0.0159008284917101,518.8,80.2,80.2,0.0,0.0,0.0,68.8,11.4,0.0,0.85785536159601,0.14214463840399003,0.0
59.5,0.29943766728961746,0.039330167448209094,0.03447441176841283,0.29943766728961746,0.039330167448209094,0.03447441176841283,509.2,76.4,76.4,0.0,0.0,0.0,64.6,11.8,0.0,0.8455497382198953,0.1544502617801047,0.0
60.5,0.2938708636457393,0.016715426486124205,0.014651717319182675,0.2938708636457393,0.016715426486124205,0.014651717319182675,506.0,74.4,74.4,0.0,0.0,0.0,62.8,11.6,0.0,0.8440860215053764,0.15591397849462366,0.0
61.5,0.29024499122790404,0.03379391760440979,0.029621674819878957,0.29024499122790404,0.03379391760440979,0.029621674819878957,511.4,74.2,74.2,0.0,0.0,0.0,62.2,12.0,0.0,0.8382749326145552,0.16172506738544473,0.0
62.5,0.28919696708528825,0.008726881354667908,0.007649448776720254,0.28919696708528825,0.008726881354667908,0.007649448776720254,508.0,73.4,73.4,0.0,0.0,0.0,59.2,14.2,0.0,0.8065395095367848,0.19346049046321526,0.0
63.5,0.29412313779440524,0.029939641478923636,0.026243252838987468,0.29412313779440524,0.029939641478923636,0.026243252838987468,521.8,76.8,76.8,0.0,0.0,0.0,63.2,13.6,0.0,0.8229166666666666,0.17708333333333334,0.0
64.5,0.2893773778023171,0.02366442217533486,0.020742780599862457,0.2893773778023171,0.02366442217533486,0.020742780599862457,506.0,73.0,73.0,0.0,0.0,0.0,58.6,14.4,0.0,0.8027397260273973,0.19726027397260273,0.0
65.5,0.2883360262628785,0.02502938534739951,0.021939223572154415,0.2883360262628785,0.02502938534739951,0.021939223572154415,514.6,74.4,74.4,0.0,0.0,0.0,61.8,12.6,0.0,0.8306451612903226,0.1693548387096774,0.0
66.5,0.29072030090266565,0.03361208507716165,0.02946229158243157,0.29072030090266565,0.03361208507716165,0.02946229158243157,508.4,74.0,74.0,0.0,0.0,0.0,64.0,10.0,0.0,0.8648648648648649,0.13513513513513514,0.0
67.5,0.30805980627330776,0.010891544790559296,0.009546859936416324,0.30805980627330776,0.010891544790559296,0.009546859936416324,521.6,80.4,80.4,0.0,0.0,0.0,67.0,13.4,0.0,0.8333333333333334,0.16666666666666666,0.0
68.5,0.2906970371388622,0.034559597163516406,0.030292822544791584,0.2906970371388622,0.034559597163516406,0.030292822544791584,531.2,77.4,77.4,0.0,0.0,0.0,67.8,9.6,0.0,0.875968992248062,0.12403100775193798,0.0
69.5,0.3183074930886933,0.03228396501749005,0.028298143022034507,0.3183074930886933,0.03228396501749005,0.028298143022034507,504.4,80.2,80.2,0.0,0.0,0.0,67.6,12.6,0.0,0.8428927680798005,0.1571072319201995,0.0
70.5,0.30976048782499144,0.040638122799890444,0.03562088518294733,0.30976048782499144,0.040638122799890444,0.03562088518294733,511.2,79.2,79.2,0.0,0.0,0.0,66.2,13.0,0.0,0.8358585858585859,0.16414141414141414,0.0
71.5,0.30604921918582023,0.03247931756294521,0.02846937707795093,0.30604921918582023,0.03247931756294521,0.02846937707795093,530.4,81.2,81.2,0.0,0.0,0.0,65.8,15.4,0.0,0.8103448275862069,0.1896551724137931,0.0
72.5,0.28111687234006083,0.031487659022418735,0.027600150042373442,0.28111687234006083,0.031487659022418735,0.027600150042373442,506.6,71.2,71.2,0.0,0.0,0.0,57.8,13.4,0.0,0.8117977528089888,0.18820224719101122,0.0
73.5,0.3205338207916397,0.010072583084044604,0.008829008350095778,0.3205338207916397,0.010072583084044604,0.008829008350095778,516.4,82.8,82.8,0.0,0.0,0.0,66.0,16.8,0.0,0.7971014492753623,0.2028985507246377,0.0
74.5,0.30524637414554123,0.012049197468868051,0.010561587248965288,0.30524637414554123,0.012049197468868051,0.010561587248965288,505.8,77.2,77.2,0.0,0.0,0.0,61.4,15.8,0.0,0.7953367875647669,0.20466321243523317,0.0
75.5,0.2806982654950384,0.015512623885145764,0.013597414354496544,0.2806982654950384,0.015512623885145764,0.013597414354496544,508.8,71.4,71.4,0.0,0.0,0.0,59.8,11.6,0.0,0.8375350140056023,0.16246498599439776,0.0
76.5,0.2816569219668953,0.027189498629405968,0.02383264634611973,0.2816569219668953,0.027189498629405968,0.02383264634611973,518.8,73.0,73.0,0.0,0.0,0.0,60.4,12.6,0.0,0.8273972602739726,0.1726027397260274,0.0
77.5,0.29167495770035645,0.022503416064085156,0.019725113873740027,0.29167495770035645,0.022503416064085156,0.019725113873740027,525.6,76.6,76.6,0.0,0.0,0.0,61.8,14.8,0.0,0.8067885117493473,0.19321148825065274,0.0
78.5,0.30777319465707104,0.025728522724388445,0.022552044502773212,0.30777319465707104,0.025728522724388445,0.022552044502773212,527.0,81.0,81.0,0.0,0.0,0.0,67.6,13.4,0.0,0.8345679012345679,0.1654320987654321,0.0
79.5,0.31092870820765056,0.018914841298742383,0.01657958940362248,0.31092870820765056,0.018914841298742383,0.01657958940362248,510.6,79.4,79.4,0.0,0.0,0.0,67.2,12.2,0.0,0.8463476070528967,0.15365239294710328,0.0
